10 0.01841570011153948
10 0.030408030852002055
10 0.0372036849382642
10 0.04302172713863217
10 0.049196015678727
10 0.055591925406973663
10 0.06238757949323581
10 0.06998272229552893
10 0.07757786509782183
10 0.08557275225813021
10 0.09336776723943108
10 0.10436073708485494
10 0.1539290374787673
10 0.2033374401294734
10 0.23667611958795942
10 0.2606607810688847
10 0.28241829541229546
10 0.30156795370579614
10 0.3271515926187831
10 0.3629382303839732
10 0.39793299361138035
10 0.43242522107442516
10 0.46992695248995764
11 0.4960698689956331
12 0.5142319521700002
14 0.551174993256592
17 0.5945926815964943
21 0.6156337709865787
24 0.6518506098227759
30 0.6909626405263237
37 0.7179039301310042
45 0.7311598904530354
57 0.7503476196377756
71 0.7695353488225158
89 0.788456581768579
104 0.7991164313156569
129 0.8055123410439038
162 0.8123079951301659
202 0.8183041605003971
253 0.8243003258706285
316 0.8302964912408598
395 0.8362926566110911
493 0.8422888219813225
617 0.8482849873515538
770 0.8542811527217851
963 0.8602773180920165
1203 0.8662734834622476
1503 0.8726693931904945
1877 0.8782658142027103
2346 0.8842619795729416
2931 0.890258144943173
3692 0.8970174586332519
4582 0.9014061119170798
5715 0.9074471523378361
7140 0.9130435733500519
8920 0.9178405056462371
11144 0.9238366710164684
13923 0.9290333476706688
17394 0.9346297686828847
21731 0.9402261896951006
27658 0.9451563701106241
36786 0.9502183406113536
47360 0.9526182647935787
59165 0.9546169865836558
138854 0.9594139188798408
72559 0.9602933564674747
173469 0.9630116181019797
270719 0.9650103398920568
338200 0.9670090616821339
216715 0.9670090616821339
422516 0.9718059939783189
527837 0.9742044601264114
839162 0.9757035014689692
659410 0.976602926274504
1020438 0.9779147593481525
1285556 0.9782019037065657
1606021 0.981252111111921
2006324 0.9825990916447352
2506449 0.9852930527103638
3131197 0.9869224058535209
3911640 0.9880173894870877
5089597 0.9895196506550217
6574670 0.9909198494336751
9932000 0.9947598253275107
