19 0.01379272384214869
27 0.017389712612119412
38 0.023234819363321613
53 0.031777667692001854
74 0.04032051602068232
105 0.05538290649493427
145 0.07925791945561445
194 0.12754749369247032
181 0.09517459476273449
216 0.18922767612298963
208 0.1572226510447281
298 0.21873115901122608
394 0.2489458646789795
515 0.2880631175524102
657 0.32691059626809316
819 0.3719928555183919
920 0.4162058424826144
1026 0.4516233354783611
1133 0.49848696059569286
1437 0.5440488183486544
1806 0.5776207135350471
1975 0.6153890956197388
2489 0.6459635001644892
2996 0.6876286200833159
4123 0.713631851399562
5675 0.7343145368268932
7821 0.7665443737032778
10313 0.793889663329532
14593 0.803331758850705
20366 0.8060295004281829
28423 0.8078279948131682
39667 0.8114249835831389
55358 0.8150219723531095
77257 0.8213167027005581
107818 0.8271618094517604
150469 0.8366039049729334
215906 0.8518911072453086
290358 0.8704755492234902
397783 0.8929567290358067
570773 0.9076444331798535
796558 0.9116910455460705
1111659 0.9152880343160412
1551407 0.9220323882597361
2165108 0.9346218489546334
3021577 0.9485601804382696
4216845 0.9517075456119939
5884934 0.9521571692082402
8212881 0.9521571692082402
11461712 0.9517075456119939
15995708 0.9562037815744573
22323251 0.9589015231519352
31153826 0.9615992647294132
44348778 0.9640400785376075
60676331 0.9705917366543398
85862728 0.9746383490205568
118175439 0.9813827029642518
164922984 0.9813827029642518
230162804 0.9849796917342224
321210029 0.9867781861192078
453641563 0.9863927944652823
625600391 0.9921736692741637
849157283 1
